timestamp,open,high,low,close,volume,vwap,transactions,year,name
2022-04-06,357.8233,359.6667,342.5667,348.5867,89348535.0,349.0846,963152,2022,TSLA
2022-04-07,350.7967,358.8633,340.5134,352.42,79436259.0,350.4434,771753,2022,TSLA
2022-04-08,347.7367,349.48,340.8117,341.83,54777669.0,344.8107,582320,2022,TSLA
2022-04-11,326.8,336.156,324.88,325.31,59357205.0,329.3049,756593,2022,TSLA
2022-04-12,332.5467,340.3974,325.5334,328.9833,65976096.0,332.427,615650,2022,TSLA
2022-04-13,327.025,342.08,324.3657,340.79,55104912.0,334.9622,521647,2022,TSLA
2022-04-14,333.0967,337.57,327.3967,328.3333,58413105.0,330.57,580182,2022,TSLA
2022-04-18,329.6767,338.3067,324.47,334.7633,51712161.0,332.4786,544520,2022,TSLA
2022-04-19,335.02,344.98,331.775,342.7167,49814232.0,340.4812,527905,2022,TSLA
2022-04-20,343.3333,344.6667,325.0834,325.7333,70604766.0,332.8011,864906,2022,TSLA
2022-04-21,358.2433,364.0733,332.1383,336.26,105409695.0,348.7502,1119156,2022,TSLA
2022-04-22,338.3033,344.95,331.3334,335.0167,69680658.0,337.9642,691866,2022,TSLA
2022-04-25,326.3233,336.2067,325.1,332.6733,68341335.0,330.9047,719906,2022,TSLA
2022-04-26,331.81,333.3333,291.6667,292.14,136091667.0,303.7762,1570848,2022,TSLA
2022-04-27,299.5267,306,292.4533,293.8367,76956396.0,298.9936,913172,2022,TSLA
2022-04-28,299.9933,300,273.9,292.5033,124940391.0,286.282,1367545,2022,TSLA
2022-04-29,300.75,311.4666,290,290.2533,88124595.0,300.3742,892714,2022,TSLA
2022-05-02,286.9233,302.12,282.6767,300.98,75781371.0,292.3097,786411,2022,TSLA
2022-05-03,301.06,308.0267,296.1967,303.0833,63709575.0,302.8939,607314,2022,TSLA
2022-05-04,301.3133,318.5,295.0933,317.54,81568704.0,305.7242,728806,2022,TSLA
2022-05-05,313.07,315.2,285.9,291.0933,92519193.0,296.7581,1016720,2022,TSLA
2022-05-06,295.6667,296,281.035,288.55,72895911.0,289.3578,790390,2022,TSLA
2022-05-09,278.8167,281.8767,260.3833,262.37,90195672.0,270.0545,1135040,2022,TSLA
2022-05-10,273.1033,275.12,258.0833,266.68,84401631.0,266.7964,894442,2022,TSLA
2022-05-11,265,269.9233,242.4,244.6667,96846759.0,255.2775,1144553,2022,TSLA
2022-05-12,233.6667,253.22,226.6667,242.6667,140312862.0,240.3228,1393017,2022,TSLA
2022-05-13,257.8267,262.45,250.5217,256.53,92000724.0,256.5688,864581,2022,TSLA
2022-05-16,255.72,256.5867,239.6962,241.4567,86094219.0,246.8347,844607,2022,TSLA
2022-05-17,249.12,254.8267,242.95,253.87,80236110.0,250.0824,728839,2022,TSLA
