timestamp,open,high,low,close,volume,vwap,transactions,year,name
2022-07-12,152.68,154.31,148.77,150.82,45843810.0,151.5294,399442,2022,NVDA
2022-07-13,145.9,153.75,144.65,151.64,52191834.0,150.6321,517679,2022,NVDA
2022-07-14,151.08,154.7299,147.28,153.72,45523484.0,151.1113,430332,2022,NVDA
2022-07-15,156.59,157.82,154.45,157.62,38593547.0,156.2451,397233,2022,NVDA
2022-07-18,163.02,168.97,160.02,161.01,67051745.0,164.3309,668752,2022,NVDA
2022-07-19,164.86,171.1,161.7201,169.92,70236608.0,167.3451,637964,2022,NVDA
2022-07-20,169.47,179.325,168.01,178.07,76053779.0,175.9136,703718,2022,NVDA
2022-07-21,178.85,181.44,175.4456,180.5,55704928.0,179.0061,553632,2022,NVDA
2022-07-22,178.93,179.67,171.365,173.19,53665518.0,174.1549,537435,2022,NVDA
2022-07-25,170.19,171.24,166.49,170.24,48074751.0,168.7532,470922,2022,NVDA
2022-07-26,168.89,169.19,164.78,165.33,39786491.0,166.495,384814,2022,NVDA
2022-07-27,170.32,179.36,169.1301,177.9,56977623.0,174.9971,546410,2022,NVDA
2022-07-28,179.75,181.4,174.4,179.84,47464628.0,178.4303,485291,2022,NVDA
2022-07-29,178.13,182.44,176.92,181.63,43546042.0,180.212,437252,2022,NVDA
2022-08-01,181.82,188.46,179.9,184.41,47646904.0,184.8265,523246,2022,NVDA
2022-08-02,181.22,189.3753,180.92,185.26,48952692.0,185.3283,494502,2022,NVDA
2022-08-03,181.84,189.68,181.37,188.93,41814557.0,186.1885,430816,2022,NVDA
2022-08-04,188.49,192.74,187.6,192.15,40965227.0,190.425,422007,2022,NVDA
2022-08-05,188.1,192.2892,186.66,189.89,38584329.0,189.3228,385808,2022,NVDA
2022-08-08,175.02,182.39,172.42,177.93,98365198.0,176.7445,1094594,2022,NVDA
2022-08-09,172.52,174.4719,167.24,170.86,66826265.0,170.5396,679606,2022,NVDA
2022-08-10,176.98,181.18,173.1701,180.97,59742246.0,177.9889,583568,2022,NVDA
2022-08-11,181.31,187.07,178.76,179.42,50932655.0,182.4185,493486,2022,NVDA
2022-08-12,181.6,187.18,179.53,187.09,47809415.0,184.6201,438153,2022,NVDA
2022-08-15,187.01,191.64,186.13,190.32,45766556.0,188.6867,424078,2022,NVDA
2022-08-16,189.195,191.42,185.01,188.79,45123964.0,188.4225,417452,2022,NVDA
2022-08-17,185.23,186.88,181.45,183.35,44640311.0,183.5016,435130,2022,NVDA
2022-08-18,183.01,188.6499,181.83,187.73,41544656.0,186.4667,394486,2022,NVDA
2022-08-19,184.06,185.2,177.7,178.49,44158833.0,179.9591,434782,2022,NVDA
2022-08-22,174.9,175.58,169.66,170.34,40959271.0,171.9719,410700,2022,NVDA
2022-08-23,169.885,174.65,169.7,171.81,36998577.0,172.3525,350212,2022,NVDA
2022-08-24,170.12,174.06,168.95,172.22,52264621.0,171.3975,506724,2022,NVDA
2022-08-25,168.44,179.47,168.33,179.13,77069133.0,175.4236,675925,2022,NVDA
2022-08-26,178.57,179.24,162.37,162.6,76906493.0,168.9392,780250,2022,NVDA
2022-08-29,160.2,163.38,157.67,158.01,49593194.0,159.6805,505827,2022,NVDA
2022-08-30,159.6,160.39,151.82,154.68,53010269.0,154.8136,514581,2022,NVDA
2022-08-31,153.84,155.4,149.5851,150.94,57370986.0,151.2874,586642,2022,NVDA
2022-09-01,142.09,143.8,132.7021,139.37,117766964.0,137.1145,1297073,2022,NVDA
2022-09-02,141,141.71,135.91,136.47,74158846.0,138.4285,703848,2022,NVDA
2022-09-06,137.31,137.79,133.51,134.65,53550118.0,135.5297,501363,2022,NVDA
2022-09-07,135.63,138.38,133.46,137.14,51195746.0,135.8789,432484,2022,NVDA
2022-09-08,134.59,140.08,133.69,139.9,62487312.0,137.8042,479836,2022,NVDA
2022-09-09,141.57,144.74,141.26,143.87,48712842.0,143.418,434106,2022,NVDA
2022-09-12,143.69,145.47,141.98,145.05,48397124.0,143.8276,417969,2022,NVDA
2022-09-13,138.02,139.22,130.99,131.31,71481163.0,134.3595,791618,2022,NVDA
2022-09-14,132.54,132.8999,129.13,131.28,58814654.0,130.7642,578985,2022,NVDA
2022-09-15,130.152,132.3299,127.9,129.29,52362516.0,129.9572,501744,2022,NVDA
2022-09-16,127.415,132.12,126.17,131.98,67075140.0,129.7238,528754,2022,NVDA
2022-09-19,130.12,134.63,130.1,133.82,56855528.0,132.9342,443331,2022,NVDA
2022-09-20,132.145,134.8276,130.57,131.76,52481775.0,132.661,419546,2022,NVDA
2022-09-21,132.13,140.31,131.1,132.61,80751440.0,134.8581,632826,2022,NVDA
2022-09-22,130.7,131.4897,124.28,125.61,75916216.0,126.7495,659380,2022,NVDA
2022-09-23,124.2,126.11,122.57,125.16,66255831.0,124.0735,565372,2022,NVDA
2022-09-26,124.91,126.59,122.14,122.28,54734269.0,123.8566,454184,2022,NVDA
2022-09-27,125.07,127.36,122.58,124.13,55332406.0,124.8429,452229,2022,NVDA
2022-09-28,124.1,128.23,123.5386,127.36,54241388.0,126.2959,437464,2022,NVDA
2022-09-29,124.48,125,119.4601,122.2,53249912.0,121.685,485217,2022,NVDA
2022-09-30,120.87,126.33,120.75,121.39,56563842.0,123.5119,460956,2022,NVDA
2022-10-03,123.47,126.78,121.05,125.12,54733847.0,124.8233,423055,2022,NVDA
2022-10-04,128.79,132.2,128.79,131.67,58418167.0,130.7202,460386,2022,NVDA
2022-10-05,129.107,133.21,126.21,132.09,50713073.0,129.733,397041,2022,NVDA
2022-10-06,132.2,136.56,131.03,131.3,64384939.0,132.9546,466962,2022,NVDA
2022-10-07,125.05,126.7,120.22,120.76,67247816.0,122.9627,564662,2022,NVDA
2022-10-10,120.37,121.2432,114.0812,116.7,69855425.0,116.6006,585104,2022,NVDA
2022-10-11,115.61,118.46,112.83,115.86,66748163.0,115.7046,513890,2022,NVDA
2022-10-12,115.79,117.35,113.45,115,49259019.0,115.2724,367403,2022,NVDA
2022-10-13,109.71,120.7799,108.13,119.6,85010301.0,116.1974,627985,2022,NVDA
2022-10-14,120.57,121.11,112.04,112.27,71323399.0,114.3589,527041,2022,NVDA
2022-10-17,115.18,119.48,115.17,118.88,58055917.0,118.1683,457339,2022,NVDA
2022-10-18,123.44,124.92,116.18,119.67,65895206.0,119.5755,464990,2022,NVDA
2022-10-19,118.79,123.5,118.34,120.51,52313061.0,120.5244,353213,2022,NVDA
2022-10-20,121.13,127.69,121.05,121.94,65239761.0,124.1102,478080,2022,NVDA
2022-10-21,120.982,124.98,118.87,124.66,60949441.0,122.7857,423472,2022,NVDA
2022-10-24,125.08,127.1,120.64,125.99,51745740.0,124.453,413721,2022,NVDA
2022-10-25,126.935,133,126.64,132.61,50548233.0,131.2806,423344,2022,NVDA
2022-10-26,128.69,133.88,127.08,128.96,53553329.0,130.6552,450250,2022,NVDA
2022-10-27,136.3,138.38,131.22,131.76,58311308.0,133.6741,529598,2022,NVDA
2022-10-28,131.04,138.5,130.61,138.34,52079993.0,135.8819,457504,2022,NVDA
2022-10-31,137.78,138.38,132.97,134.97,48634099.0,135.1831,402621,2022,NVDA
2022-11-01,138.11,139.25,135.19,135.43,43281690.0,136.8732,374869,2022,NVDA
2022-11-02,138.5,142.1,132.1124,132.19,67262784.0,137.7722,574395,2022,NVDA
2022-11-03,130.43,137.81,129.56,134.21,50006486.0,134.2709,409161,2022,NVDA
2022-11-04,139.86,142.29,136.97,141.56,61257591.0,139.8445,509022,2022,NVDA
2022-11-07,142.28,144.12,139.54,143.01,41006095.0,141.8555,352055,2022,NVDA
2022-11-08,148.01,148.9101,142.16,146.02,59529199.0,146.13,535637,2022,NVDA
2022-11-09,141.615,142.11,137.5901,137.76,45429910.0,139.2313,425251,2022,NVDA
2022-11-10,148,157.73,145.47,157.5,70081925.0,152.464,660098,2022,NVDA
2022-11-11,158.075,163.89,154.82,163.27,65548747.0,160.5989,594839,2022,NVDA
2022-11-14,162.18,165.4,159.22,162.95,52785245.0,163.1484,455947,2022,NVDA
2022-11-15,167.215,169.98,163.82,166.66,54587550.0,167.3694,480284,2022,NVDA
2022-11-16,161.615,163.62,158.73,159.1,64954684.0,160.9187,559750,2022,NVDA
2022-11-17,157.15,162.66,155.35,156.77,71089356.0,158.6715,609687,2022,NVDA
2022-11-18,159.66,160.02,151.2001,154.09,49207165.0,154.1394,407362,2022,NVDA
2022-11-21,151.47,154.77,150.8,153.17,40456931.0,153.0061,331835,2022,NVDA
2022-11-22,153.28,160.5757,151.216,160.38,47286607.0,157.2556,379050,2022,NVDA
2022-11-23,160.98,165.27,160.4801,165.19,42724093.0,163.5297,375319,2022,NVDA
2022-11-25,163.18,164.87,161.72,162.7,16793430.0,163.4959,150015,2022,NVDA
2022-11-28,160.26,163.57,157.25,158.27,30415201.0,160.1555,281581,2022,NVDA
2022-11-29,158.27,159.32,155.2,156.39,29838449.0,157.0726,258547,2022,NVDA
2022-11-30,156.97,169.3,155.97,169.23,56517822.0,163.0898,452393,2022,NVDA
2022-12-01,169.99,172.65,166.35,171.35,47097657.0,170.6046,508850,2022,NVDA
2022-12-02,166.59,169.3257,164.45,168.76,37138858.0,166.9409,476275,2022,NVDA
2022-12-05,166.79,169.95,164.7201,166.1,35225517.0,167.1449,437686,2022,NVDA
2022-12-06,165.3,165.73,158.19,159.87,35269427.0,160.6742,449699,2022,NVDA
2022-12-07,157.72,161.86,156.67,161.2,37238758.0,160.0415,353119,2022,NVDA
2022-12-08,162.73,171.79,159.59,171.69,51545554.0,167.7012,471681,2022,NVDA
2022-12-09,171.6,175.83,169.75,170.01,46533819.0,172.8808,458765,2022,NVDA
2022-12-12,170.37,175.38,167.97,175.35,45732780.0,172.1357,423422,2022,NVDA
2022-12-13,185.31,187.9,177.11,180.72,65658876.0,181.8451,833115,2022,NVDA
2022-12-14,179.87,182.52,174.2,176.74,49679010.0,178.752,479673,2022,NVDA
2022-12-15,171.46,173.2,167,169.52,47854210.0,169.2925,564108,2022,NVDA
2022-12-16,168.642,170.41,164.1,165.71,47693193.0,166.2998,442324,2022,NVDA
2022-12-19,165.72,166.09,161.45,162.54,35403877.0,162.8778,368765,2022,NVDA
2022-12-20,160.64,163.1,158.52,160.85,40325979.0,161.16,363590,2022,NVDA
2022-12-21,161.14,166.27,161.02,165.01,32502538.0,164.6841,316062,2022,NVDA
2022-12-22,160.935,161.38,148.82,153.39,56447527.0,153.1022,517229,2022,NVDA
2022-12-23,151.96,153.39,148.83,152.06,34932563.0,151.3102,317423,2022,NVDA
2022-12-27,150.74,151,140.56,141.21,46490226.0,144.0736,425861,2022,NVDA
2022-12-28,139.27,142.62,138.84,140.36,35106645.0,140.6279,314623,2022,NVDA
2022-12-29,144.02,146.83,142.27,146.03,35492324.0,145.3539,306269,2022,NVDA
2022-12-30,143.34,146.2899,142.33,146.14,31048983.0,144.4701,303775,2022,NVDA
2023-01-03,148.51,149.96,140.96,143.15,40127658.0,143.6812,424974,2023,NVDA
2023-01-04,145.67,148.53,142.41,147.49,43132360.0,146.1524,367769,2023,NVDA
2023-01-05,144.91,145.64,141.4795,142.65,38916811.0,143.1404,365497,2023,NVDA
2023-01-06,144.74,150.1,140.34,148.59,40504362.0,145.9824,357261,2023,NVDA
2023-01-09,152.84,160.56,151.41,156.28,50418056.0,157.8773,518396,2023,NVDA
2023-01-10,155.07,159.6199,154.72,159.09,38410126.0,157.4696,360974,2023,NVDA
2023-01-11,158.3951,160.28,155.63,160.01,35319493.0,158.2371,339154,2023,NVDA
2023-01-12,161,166.37,154.92,165.11,55127706.0,162.0318,531717,2023,NVDA
2023-01-13,162.78,169.22,161.65,168.99,44728706.0,166.757,426243,2023,NVDA
2023-01-17,168.99,177.28,168.99,177.02,51110216.0,175.1305,499106,2023,NVDA
2023-01-18,176.67,178.73,172.82,173.77,43958330.0,175.2401,407659,2023,NVDA
2023-01-19,170.36,171.97,167.31,167.65,45293160.0,169.3119,378368,2023,NVDA
2023-01-20,170.11,178.56,168.25,178.39,56496712.0,174.2425,451870,2023,NVDA
2023-01-23,180.64,192.45,178.175,191.93,65516259.0,188.2019,586657,2023,NVDA
2023-01-24,188.27,194.95,188.2,192.65,49620410.0,191.4972,427820,2023,NVDA
2023-01-25,189.125,193.7,185.8,193.23,44953711.0,189.9094,401046,2023,NVDA
2023-01-26,197.01,201.66,192.78,198.02,48953542.0,196.4206,461621,2023,NVDA
2023-01-27,194.62,206.28,194.05,203.65,54214198.0,201.6987,519572,2023,NVDA
2023-01-30,199.5,201.4,191.5,191.62,48861115.0,195.5432,500091,2023,NVDA
2023-01-31,191.695,196.87,189.5,195.37,49801658.0,194.0487,459639,2023,NVDA
2023-02-01,196.91,211.92,196.11,209.43,66047704.0,203.6415,622701,2023,NVDA
2023-02-02,210,219.49,207,217.09,56427580.0,214.5515,643708,2023,NVDA
2023-02-03,210,217.4499,207.89,211,42936595.0,213.1264,468823,2023,NVDA
2023-02-06,208.06,215.7,207.86,210.89,45206508.0,211.9847,432986,2023,NVDA
2023-02-07,213.82,222.59,211.5,221.73,66299961.0,216.974,638402,2023,NVDA
2023-02-08,223.87,228.78,220.0801,222.05,55965122.0,223.8165,597057,2023,NVDA
2023-02-09,226.06,230.2,221.2,223.37,52387578.0,226.6652,569278,2023,NVDA
2023-02-10,216.9,220.7764,208.11,212.65,55073675.0,213.1517,606404,2023,NVDA
2023-02-13,215.38,220.48,209.62,217.88,47491862.0,216.9398,463567,2023,NVDA
2023-02-14,215.78,230.488,213.66,229.71,67543590.0,225.6824,697353,2023,NVDA
2023-02-15,225.49,228.55,221.06,227.64,42114866.0,225.4679,471919,2023,NVDA
2023-02-16,221.33,225.5,219.268,220.02,41202628.0,222.4622,473577,2023,NVDA
2023-02-17,216.31,217.4,209.75,213.88,46588764.0,213.416,552526,2023,NVDA
2023-02-21,210,214.938,206.18,206.55,41001455.0,209.4047,427159,2023,NVDA
2023-02-22,207.07,211.04,204.21,207.54,51308832.0,210.0205,542700,2023,NVDA
2023-02-23,234.4,238.88,230.25,236.64,111799541.0,235.2053,1259505,2023,NVDA
2023-02-24,232.25,234.74,229.47,232.86,58967271.0,232.0858,671466,2023,NVDA
2023-02-27,236.7,238.7994,234.54,235.01,45299367.0,236.4985,508293,2023,NVDA
2023-02-28,233.72,238.25,232.06,232.16,45596280.0,234.7115,451107,2023,NVDA
2023-03-01,231.92,232.5557,225.08,226.98,46002562.0,228.149,502260,2023,NVDA
2023-03-02,224.88,233.804,224.32,233.14,39007465.0,229.3511,426251,2023,NVDA
2023-03-03,233.2,239,231.3,238.9,41239330.0,235.3452,512060,2023,NVDA
2023-03-06,238.91,242.48,234.87,235.54,43742923.0,238.433,475730,2023,NVDA
2023-03-07,236,241.25,232.41,232.88,51465388.0,236.7638,556617,2023,NVDA
2023-03-08,234.87,242,234.235,241.81,51326339.0,238.7258,513049,2023,NVDA
2023-03-09,241.75,244.54,233.8284,234.36,50125699.0,239.3429,522390,2023,NVDA
2023-03-10,234.09,236.27,227.26,229.65,47486565.0,231.0408,530827,2023,NVDA
2023-03-13,227.52,232.98,222.97,229.66,42189032.0,229.2781,489154,2023,NVDA
2023-03-14,234.96,242.19,234.6,240.63,47483813.0,239.1892,495073,2023,NVDA
2023-03-15,237.61,242.86,233.6,242.28,52448574.0,238.1165,598895,2023,NVDA
2023-03-16,240.27,255.88,238.94,255.41,58494626.0,249.7195,664556,2023,NVDA
2023-03-17,259.82,263.99,256.68,257.25,84849656.0,259.2577,735489,2023,NVDA
2023-03-20,256.15,260.24,251.2983,259,43274719.0,256.9262,511401,2023,NVDA
2023-03-21,261.8,263.92,253.81,261.99,54740776.0,260.3504,607792,2023,NVDA
2023-03-22,264.25,275.89,262.37,264.68,79729511.0,269.8192,885256,2023,NVDA
2023-03-23,271.155,274.99,266.9,271.91,56488876.0,271.8803,675334,2023,NVDA
2023-03-24,270.31,271.67,263.55,267.79,45541407.0,266.5343,558717,2023,NVDA
2023-03-27,268.37,270,263.65,265.31,36102574.0,266.5464,407677,2023,NVDA
2023-03-28,264.47,265.13,258.5,264.1,35610378.0,261.7624,411937,2023,NVDA
2023-03-29,268.25,270.78,265.97,269.84,39369387.0,268.9943,451117,2023,NVDA
2023-03-30,272.29,274.99,271.02,273.83,36451574.0,273.2914,441761,2023,NVDA
2023-03-31,271.4,278.3431,271.05,277.77,43393277.0,275.789,496292,2023,NVDA
2023-04-03,275.09,280,273.36,279.65,39868260.0,276.9826,497824,2023,NVDA
2023-04-04,279.66,280,273.07,274.53,36840953.0,276.189,446179,2023,NVDA
2023-04-05,268.29,269.98,263.95,268.81,51470274.0,266.858,641366,2023,NVDA
2023-04-06,265.84,270.8,264.27,270.37,39751038.0,268.6784,467409,2023,NVDA
2023-04-10,268.23,276.2099,266.69,275.79,39527855.0,273.008,495662,2023,NVDA
2023-04-11,277.235,277.9,271.26,271.69,31425817.0,273.2171,379216,2023,NVDA
2023-04-12,273.7,274.6799,264.475,264.95,44625895.0,267.8441,527270,2023,NVDA
2023-04-13,267.34,268.869,263.29,264.63,35361528.0,266.5253,426497,2023,NVDA
2023-04-14,265.04,268.83,262.2,267.58,39557433.0,265.7433,453492,2023,NVDA
2023-04-17,265.655,270.06,264.3318,270.02,32147130.0,267.4631,378507,2023,NVDA
2023-04-18,275.335,281.1,273.57,276.67,60481154.0,277.5131,662463,2023,NVDA
2023-04-19,273.61,280,272.32,279.31,35866041.0,277.4383,400911,2023,NVDA
2023-04-20,276.71,280.3,270,271.04,42771326.0,275.1355,484423,2023,NVDA
2023-04-21,269.52,271.83,267.22,271.19,34289637.0,269.9928,371002,2023,NVDA
2023-04-24,270.13,273.6599,266.7101,270.42,33928186.0,270.0815,333115,2023,NVDA
2023-04-25,270.78,272.47,262.25,262.41,37852716.0,265.5894,398024,2023,NVDA
2023-04-26,270.02,273.3,267.051,269.56,40633681.0,270.4464,462353,2023,NVDA
2023-04-27,273.63,274.95,266.2501,272.26,37693119.0,269.7867,449755,2023,NVDA
2023-04-28,272.25,277.58,270.7148,277.49,29221614.0,274.712,368916,2023,NVDA
2023-05-01,278.4,290.5844,277.8,289.1,56942853.0,286.2384,647575,2023,NVDA
2023-05-02,286.8,288.3599,280.83,282.1,40122057.0,283.5504,486629,2023,NVDA
2023-05-03,278.4,283.67,274.72,278.02,38338740.0,279.0823,460852,2023,NVDA
2023-05-04,276.51,278.59,272.4,275.62,32184806.0,275.7099,399679,2023,NVDA
2023-05-05,278.255,287.55,277.31,286.8,36147908.0,284.0831,448027,2023,NVDA
2023-05-08,285.22,292.2,283.5,291.51,34497890.0,288.5788,402862,2023,NVDA
2023-05-09,288.99,289.73,284.5,285.71,31486946.0,286.3035,373192,2023,NVDA
2023-05-10,290.05,291.13,284.6128,288.85,36934048.0,288.5426,445394,2023,NVDA
2023-05-11,288.96,289.5,282.46,285.78,32158903.0,285.5985,403949,2023,NVDA
2023-05-12,285.29,287.8,280.46,283.4,27406335.0,283.2889,363082,2023,NVDA
2023-05-15,285.085,289.69,281.52,289.53,29346499.0,286.7348,356291,2023,NVDA
2023-05-16,288.41,298.7,288.32,292.13,44940494.0,294.2693,540152,2023,NVDA
2023-05-17,295.84,301.99,294.3001,301.78,43253491.0,298.8554,527650,2023,NVDA
2023-05-18,304.1,318.28,303.2,316.78,74864821.0,313.4127,858947,2023,NVDA
2023-05-19,315.36,315.8,309.16,312.64,47390717.0,312.5319,568070,2023,NVDA
2023-05-22,309.01,315.2,306.8,311.76,37013367.0,312.0914,461564,2023,NVDA
2023-05-23,310,312.88,306.31,306.88,35620126.0,309.0675,463665,2023,NVDA
2023-05-24,302.1,306.07,298.06,305.38,72141851.0,321.5948,1002242,2023,NVDA
2023-05-25,385.23,394.8,366.35,379.8,154383377.0,383.018,2225510,2023,NVDA
2023-05-26,378.9,391.7,375.5,389.46,71386076.0,385.3114,960826,2023,NVDA
2023-05-30,405.95,419.38,399.49,401.11,92335810.0,406.589,1318463,2023,NVDA
2023-05-31,394.88,402.95,378.22,378.34,100258020.0,385.7564,1111105,2023,NVDA
2023-06-01,384.89,400.5,383.4,397.7,63587095.0,393.1411,902290,2023,NVDA
2023-06-02,400.97,405,390.5801,393.27,48258421.0,395.5843,696884,2023,NVDA
2023-06-05,389.09,395.6503,387.07,391.71,39573651.0,390.9822,554607,2023,NVDA
2023-06-06,388.3,391.6,381.48,386.54,38872914.0,387.1346,538129,2023,NVDA
2023-06-07,389.15,394.99,373.56,374.75,51162829.0,383.6278,697455,2023,NVDA
2023-06-08,377.24,388.64,375.05,385.1,41777240.0,383.5363,595408,2023,NVDA
2023-06-09,390.37,397.11,385.67,387.7,42671747.0,390.7545,586699,2023,NVDA
2023-06-12,392,395.2999,386.18,394.82,38967335.0,390.5193,533506,2023,NVDA
2023-06-13,401.86,411.01,397.4,410.22,61320816.0,405.3232,853507,2023,NVDA
2023-06-14,408.24,430,405.52,429.97,74046502.0,419.7257,1012970,2023,NVDA
2023-06-15,426.02,432.89,421.47,426.53,56849004.0,427.8338,762864,2023,NVDA
2023-06-16,434.5,437.21,426.605,426.92,65569741.0,432.0286,735549,2023,NVDA
2023-06-20,429.98,439.9,426.74,438.08,45113911.0,432.741,631515,2023,NVDA
2023-06-21,435.01,436.15,420.8,430.45,55160291.0,428.6582,738161,2023,NVDA
2023-06-22,422.53,434.255,422.34,430.25,41750733.0,429.6708,542373,2023,NVDA
2023-06-23,424.64,428.09,420.15,422.09,35810734.0,423.9136,504325,2023,NVDA
2023-06-26,424.61,427.64,401,406.32,59432192.0,411.3687,799358,2023,NVDA
2023-06-27,407.99,419.4,404.48,418.76,46223256.0,412.4728,609804,2023,NVDA
2023-06-28,406.6,418.45,405.18,411.17,58263790.0,411.7707,793329,2023,NVDA
2023-06-29,415.58,416,406,408.22,38051430.0,409.7244,496354,2023,NVDA
2023-06-30,416.8,425.5,415.01,423.02,50112495.0,422.1864,630368,2023,NVDA
